,age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income
20257,25.0 - 31.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
20258,16.0 - 25.0,Private,9th,5,Separated,White,Male,36.0 - 40.0,<=50K
20259,31.0 - 35.0,Private,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
20261,35.0 - 40.0,Private,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20262,45.0 - 50.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other,Male,50.0 - 99.0,>50K
20263,58.0 - 90.0,Private,Masters,14,Widowed,White,Female,0.0 - 36.0,<=50K
20268,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
20269,50.0 - 58.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20270,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,50.0 - 99.0,<=50K
20274,40.0 - 45.0,Federal-gov,Masters,14,Divorced,White,Male,50.0 - 99.0,<=50K
20275,25.0 - 31.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20277,40.0 - 45.0,Private,Some-college,10,Never-married,White,Male,50.0 - 99.0,>50K
20279,35.0 - 40.0,Self-emp-not-inc,Doctorate,16,Never-married,White,Male,36.0 - 40.0,>50K
20281,16.0 - 25.0,Self-emp-not-inc,Bachelors,13,Never-married,Black,Female,0.0 - 36.0,<=50K
20284,31.0 - 35.0,Private,Assoc-acdm,12,Never-married,White,Male,0.0 - 36.0,<=50K
20286,35.0 - 40.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20291,25.0 - 31.0,Private,7th-8th,4,Never-married,White,Male,0.0 - 36.0,<=50K
20293,50.0 - 58.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20295,40.0 - 45.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20296,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
20297,50.0 - 58.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
20298,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
20303,45.0 - 50.0,Private,Masters,14,Divorced,White,Female,40.0 - 50.0,>50K
20304,25.0 - 31.0,Private,Assoc-acdm,12,Divorced,White,Female,36.0 - 40.0,<=50K
20306,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
20309,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20310,31.0 - 35.0,Private,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20312,16.0 - 25.0,Private,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
20314,25.0 - 31.0,Private,Masters,14,Never-married,White,Male,40.0 - 50.0,>50K
20316,31.0 - 35.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20317,45.0 - 50.0,Private,Bachelors,13,Divorced,Black,Female,36.0 - 40.0,<=50K
20320,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,Black,Male,0.0 - 36.0,<=50K
20321,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40.0 - 50.0,>50K
20323,16.0 - 25.0,Local-gov,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
20326,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20327,45.0 - 50.0,Local-gov,5th-6th,3,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20328,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
20330,40.0 - 45.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20331,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,Black,Male,0.0 - 36.0,<=50K
20332,58.0 - 90.0,Local-gov,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20334,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20336,50.0 - 58.0,Private,Some-college,10,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
20337,25.0 - 31.0,Federal-gov,Bachelors,13,Never-married,Black,Female,36.0 - 40.0,<=50K
20338,40.0 - 45.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20339,58.0 - 90.0,Private,Masters,14,Separated,White,Female,36.0 - 40.0,>50K
20340,45.0 - 50.0,Private,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20342,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,Black,Female,40.0 - 50.0,>50K
20344,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20345,58.0 - 90.0,Private,9th,5,Divorced,White,Male,36.0 - 40.0,>50K
20346,16.0 - 25.0,State-gov,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20348,31.0 - 35.0,Private,Bachelors,13,Divorced,White,Male,36.0 - 40.0,>50K
20349,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20350,25.0 - 31.0,Private,12th,8,Divorced,White,Female,0.0 - 36.0,<=50K
20351,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Female,50.0 - 99.0,<=50K
20352,58.0 - 90.0,Private,Bachelors,13,Widowed,White,Female,0.0 - 36.0,<=50K
20353,25.0 - 31.0,State-gov,Assoc-voc,11,Never-married,White,Female,50.0 - 99.0,<=50K
20354,40.0 - 45.0,State-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20355,16.0 - 25.0,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Female,0.0 - 36.0,<=50K
20357,16.0 - 25.0,Self-emp-not-inc,Bachelors,13,Never-married,White,Male,36.0 - 40.0,>50K
20358,31.0 - 35.0,Private,9th,5,Divorced,White,Male,40.0 - 50.0,<=50K
20359,31.0 - 35.0,Private,HS-grad,9,Divorced,Other,Female,0.0 - 36.0,<=50K
20360,45.0 - 50.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20362,25.0 - 31.0,Local-gov,Masters,14,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
20364,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20366,58.0 - 90.0,Private,Masters,14,Never-married,Black,Male,40.0 - 50.0,>50K
20367,31.0 - 35.0,Private,Assoc-voc,11,Divorced,White,Female,36.0 - 40.0,>50K
20368,25.0 - 31.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Black,Male,50.0 - 99.0,>50K
20370,16.0 - 25.0,Private,Assoc-voc,11,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
20371,58.0 - 90.0,Local-gov,Masters,14,Widowed,White,Female,36.0 - 40.0,<=50K
20373,45.0 - 50.0,Local-gov,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
20375,16.0 - 25.0,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
20376,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20377,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20378,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20380,40.0 - 45.0,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
20381,58.0 - 90.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20382,35.0 - 40.0,Private,Bachelors,13,Never-married,White,Female,50.0 - 99.0,<=50K
20383,31.0 - 35.0,State-gov,Some-college,10,Divorced,Black,Female,36.0 - 40.0,<=50K
20384,31.0 - 35.0,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
20387,25.0 - 31.0,State-gov,Masters,14,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20389,50.0 - 58.0,Private,Bachelors,13,Divorced,White,Female,40.0 - 50.0,>50K
20390,45.0 - 50.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20392,40.0 - 45.0,Private,Prof-school,15,Divorced,White,Female,50.0 - 99.0,<=50K
20395,50.0 - 58.0,Private,9th,5,Married-spouse-absent,Asian-Pac-Islander,Female,0.0 - 36.0,<=50K
20396,35.0 - 40.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,>50K
20400,45.0 - 50.0,Private,5th-6th,3,Married-civ-spouse,White,Female,40.0 - 50.0,<=50K
20401,31.0 - 35.0,Private,12th,8,Married-civ-spouse,White,Female,40.0 - 50.0,<=50K
20402,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,Black,Male,40.0 - 50.0,<=50K
20404,31.0 - 35.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
20406,31.0 - 35.0,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,50.0 - 99.0,<=50K
20409,50.0 - 58.0,Private,11th,7,Separated,White,Female,36.0 - 40.0,<=50K
20410,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Female,0.0 - 36.0,<=50K
20412,31.0 - 35.0,Private,Assoc-voc,11,Married-civ-spouse,White,Female,40.0 - 50.0,<=50K
20413,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20417,35.0 - 40.0,Private,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
20421,50.0 - 58.0,Private,10th,6,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
20422,45.0 - 50.0,Private,HS-grad,9,Divorced,Amer-Indian-Eskimo,Female,40.0 - 50.0,<=50K
20423,45.0 - 50.0,Self-emp-inc,Assoc-voc,11,Divorced,White,Male,50.0 - 99.0,<=50K
20424,16.0 - 25.0,Private,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
20426,40.0 - 45.0,Self-emp-inc,Some-college,10,Divorced,White,Male,50.0 - 99.0,<=50K
20428,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
20430,40.0 - 45.0,Private,Prof-school,15,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20431,50.0 - 58.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
20432,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20434,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
20435,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
20437,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
20438,16.0 - 25.0,Self-emp-not-inc,10th,6,Married-spouse-absent,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
20441,45.0 - 50.0,Private,7th-8th,4,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20442,31.0 - 35.0,Private,10th,6,Divorced,White,Male,40.0 - 50.0,<=50K
20445,50.0 - 58.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20446,40.0 - 45.0,Private,Some-college,10,Divorced,White,Female,50.0 - 99.0,<=50K
20447,58.0 - 90.0,Self-emp-inc,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20449,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
20450,31.0 - 35.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20452,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
20454,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
20455,50.0 - 58.0,Private,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
20456,16.0 - 25.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20457,58.0 - 90.0,Private,Masters,14,Divorced,Black,Male,36.0 - 40.0,<=50K
20460,35.0 - 40.0,Private,Bachelors,13,Never-married,Black,Female,36.0 - 40.0,<=50K
20461,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
20463,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20465,31.0 - 35.0,State-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20466,25.0 - 31.0,Private,1st-4th,2,Never-married,Other,Male,0.0 - 36.0,<=50K
20467,45.0 - 50.0,Private,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
20470,31.0 - 35.0,Local-gov,Bachelors,13,Never-married,White,Female,40.0 - 50.0,>50K
20471,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
20472,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20474,35.0 - 40.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
20475,16.0 - 25.0,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
20477,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20480,58.0 - 90.0,Private,10th,6,Never-married,White,Male,36.0 - 40.0,<=50K
20482,35.0 - 40.0,Private,5th-6th,3,Separated,White,Female,36.0 - 40.0,<=50K
20483,40.0 - 45.0,Local-gov,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
20484,31.0 - 35.0,State-gov,Masters,14,Married-civ-spouse,Black,Female,36.0 - 40.0,>50K
20485,25.0 - 31.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20486,40.0 - 45.0,State-gov,Doctorate,16,Divorced,White,Female,50.0 - 99.0,>50K
20487,25.0 - 31.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
20488,35.0 - 40.0,Private,Some-college,10,Separated,White,Female,50.0 - 99.0,<=50K
20490,50.0 - 58.0,Local-gov,Some-college,10,Married-civ-spouse,Black,Male,0.0 - 36.0,<=50K
20491,40.0 - 45.0,State-gov,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20492,31.0 - 35.0,State-gov,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20494,45.0 - 50.0,Private,5th-6th,3,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20496,35.0 - 40.0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
20498,31.0 - 35.0,Local-gov,Assoc-acdm,12,Divorced,White,Male,50.0 - 99.0,<=50K
20500,31.0 - 35.0,Self-emp-not-inc,Bachelors,13,Never-married,Black,Female,50.0 - 99.0,<=50K
20502,50.0 - 58.0,Local-gov,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20504,50.0 - 58.0,Local-gov,HS-grad,9,Separated,Black,Male,36.0 - 40.0,<=50K
20507,50.0 - 58.0,Private,10th,6,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20508,50.0 - 58.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20510,35.0 - 40.0,Private,Some-college,10,Separated,White,Female,36.0 - 40.0,<=50K
20512,40.0 - 45.0,Private,Some-college,10,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
20513,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,>50K
20514,35.0 - 40.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20515,25.0 - 31.0,Private,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
20518,25.0 - 31.0,Private,HS-grad,9,Separated,White,Male,40.0 - 50.0,<=50K
20519,45.0 - 50.0,Private,Some-college,10,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
20525,50.0 - 58.0,Private,Bachelors,13,Never-married,White,Male,40.0 - 50.0,>50K
20526,50.0 - 58.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20527,40.0 - 45.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
20528,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20529,25.0 - 31.0,Private,Assoc-acdm,12,Never-married,White,Female,40.0 - 50.0,<=50K
20531,40.0 - 45.0,Private,Masters,14,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
20533,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20536,50.0 - 58.0,Private,Assoc-voc,11,Divorced,Black,Female,36.0 - 40.0,<=50K
20537,31.0 - 35.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other,Male,50.0 - 99.0,<=50K
20538,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20539,50.0 - 58.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20541,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Female,40.0 - 50.0,<=50K
20542,25.0 - 31.0,Self-emp-not-inc,Some-college,10,Never-married,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
20544,58.0 - 90.0,Private,HS-grad,9,Never-married,Black,Female,0.0 - 36.0,<=50K
20551,31.0 - 35.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20552,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20553,16.0 - 25.0,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,0.0 - 36.0,<=50K
20555,50.0 - 58.0,Local-gov,Assoc-voc,11,Separated,Black,Female,0.0 - 36.0,<=50K
20557,35.0 - 40.0,Private,11th,7,Never-married,Black,Male,36.0 - 40.0,<=50K
20558,50.0 - 58.0,Private,7th-8th,4,Divorced,White,Male,50.0 - 99.0,<=50K
20560,35.0 - 40.0,Local-gov,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20561,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
20564,31.0 - 35.0,Private,Masters,14,Never-married,White,Male,40.0 - 50.0,>50K
20565,40.0 - 45.0,Private,Some-college,10,Divorced,White,Female,36.0 - 40.0,<=50K
20566,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
20569,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20571,35.0 - 40.0,Private,Some-college,10,Never-married,White,Male,50.0 - 99.0,<=50K
20572,35.0 - 40.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
20573,16.0 - 25.0,Private,Assoc-acdm,12,Married-civ-spouse,Amer-Indian-Eskimo,Female,40.0 - 50.0,>50K
20575,40.0 - 45.0,Private,Some-college,10,Married-spouse-absent,Black,Female,36.0 - 40.0,<=50K
20578,45.0 - 50.0,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
20579,45.0 - 50.0,Private,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
20583,45.0 - 50.0,State-gov,Some-college,10,Divorced,White,Male,0.0 - 36.0,<=50K
20584,40.0 - 45.0,Private,5th-6th,3,Married-spouse-absent,White,Male,36.0 - 40.0,<=50K
20588,31.0 - 35.0,Private,12th,8,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
20589,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20590,50.0 - 58.0,Self-emp-not-inc,11th,7,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20592,45.0 - 50.0,Private,10th,6,Divorced,White,Female,36.0 - 40.0,<=50K
20594,45.0 - 50.0,Federal-gov,Some-college,10,Divorced,White,Male,36.0 - 40.0,<=50K
20596,40.0 - 45.0,State-gov,Masters,14,Divorced,White,Male,40.0 - 50.0,<=50K
20598,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
20599,58.0 - 90.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,>50K
20602,40.0 - 45.0,Private,Some-college,10,Never-married,Black,Male,0.0 - 36.0,<=50K
20603,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
20604,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20606,35.0 - 40.0,State-gov,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
20608,16.0 - 25.0,Private,7th-8th,4,Never-married,White,Male,0.0 - 36.0,<=50K
20609,25.0 - 31.0,Private,9th,5,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
20610,50.0 - 58.0,Local-gov,HS-grad,9,Divorced,Other,Male,36.0 - 40.0,>50K
20611,31.0 - 35.0,Private,HS-grad,9,Separated,White,Male,0.0 - 36.0,<=50K
20612,58.0 - 90.0,Private,1st-4th,2,Divorced,Black,Male,36.0 - 40.0,<=50K
20615,50.0 - 58.0,Private,Doctorate,16,Never-married,White,Male,36.0 - 40.0,>50K
20616,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20618,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,Black,Male,0.0 - 36.0,<=50K
20619,25.0 - 31.0,Private,Some-college,10,Never-married,White,Male,40.0 - 50.0,>50K
20621,35.0 - 40.0,Private,Some-college,10,Divorced,White,Female,40.0 - 50.0,>50K
20622,35.0 - 40.0,State-gov,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
20623,16.0 - 25.0,Private,10th,6,Never-married,White,Female,0.0 - 36.0,<=50K
20624,31.0 - 35.0,Private,Some-college,10,Never-married,White,Male,40.0 - 50.0,<=50K
20625,45.0 - 50.0,Private,Masters,14,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
20626,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20627,58.0 - 90.0,Private,9th,5,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20628,50.0 - 58.0,Private,Doctorate,16,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20629,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Female,0.0 - 36.0,<=50K
20631,50.0 - 58.0,Private,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20632,58.0 - 90.0,State-gov,Some-college,10,Widowed,White,Female,36.0 - 40.0,<=50K
20633,40.0 - 45.0,Private,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
20636,58.0 - 90.0,Private,Bachelors,13,Divorced,White,Male,36.0 - 40.0,<=50K
20638,35.0 - 40.0,Private,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
20640,58.0 - 90.0,Private,Some-college,10,Divorced,White,Female,50.0 - 99.0,<=50K
20641,25.0 - 31.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20642,50.0 - 58.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
20643,50.0 - 58.0,Private,11th,7,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
20645,45.0 - 50.0,Private,7th-8th,4,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20646,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
20648,35.0 - 40.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20649,25.0 - 31.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
20651,25.0 - 31.0,Private,Some-college,10,Never-married,White,Male,40.0 - 50.0,<=50K
20652,40.0 - 45.0,Local-gov,Masters,14,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
20653,40.0 - 45.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
20654,35.0 - 40.0,Federal-gov,Doctorate,16,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
20655,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20657,45.0 - 50.0,State-gov,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20658,35.0 - 40.0,Self-emp-not-inc,Prof-school,15,Never-married,White,Male,40.0 - 50.0,>50K
20660,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
20661,16.0 - 25.0,Private,5th-6th,3,Never-married,White,Male,40.0 - 50.0,<=50K
20662,16.0 - 25.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
20663,35.0 - 40.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20664,35.0 - 40.0,Private,Assoc-voc,11,Divorced,White,Female,0.0 - 36.0,<=50K
20668,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
20670,16.0 - 25.0,Private,HS-grad,9,Separated,White,Male,36.0 - 40.0,<=50K
20671,40.0 - 45.0,Private,Masters,14,Divorced,White,Male,40.0 - 50.0,>50K
20672,45.0 - 50.0,Local-gov,Prof-school,15,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20673,45.0 - 50.0,Private,Assoc-voc,11,Divorced,White,Female,40.0 - 50.0,<=50K
20674,25.0 - 31.0,Private,Some-college,10,Never-married,White,Male,40.0 - 50.0,<=50K
20678,45.0 - 50.0,Private,1st-4th,2,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20681,25.0 - 31.0,Private,11th,7,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
20684,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
20685,45.0 - 50.0,Private,1st-4th,2,Never-married,White,Male,36.0 - 40.0,<=50K
20687,58.0 - 90.0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20690,16.0 - 25.0,Private,9th,5,Never-married,White,Female,0.0 - 36.0,<=50K
20691,50.0 - 58.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
20694,45.0 - 50.0,Private,HS-grad,9,Divorced,Black,Female,36.0 - 40.0,>50K
20695,58.0 - 90.0,Private,9th,5,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
20699,45.0 - 50.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
